finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Codex-Arch	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	blocking	in_scope
FINDING_2	Cursor-Innovation	rejected	NO	true	minor	good	false	Claude	NO	partially-true	major	adequate	false	Codex	NO	partially-true	minor	good	false	Cursor	important	in_scope
FINDING_3	Cursor-Innovation, Cursor-Pragmatic	accepted	YES	true	major	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_4	Cursor-Requirements	accepted	YES	true	major	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_5	Cursor-Requirements	accepted	NO	true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	minor	good	false	Cursor	important	in_scope
FINDING_6	Codex-Requirements	neutral	NO	true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	minor	excellent	false	Cursor	important	in_scope
FINDING_7	Codex-Requirements	neutral	NO	true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	minor	excellent	false	Cursor	important	in_scope
OOS_1	Cursor-Innovation	rejected	NO	true	nit	weak	false	Claude	NO	partially-true	nit	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	latent	oos
OOS_2	Cursor-Pragmatic	rejected	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	partially-true	nit	adequate	false	Cursor	latent	oos
OOS_3	Cursor-Requirements	accepted	YES	true	minor	adequate	false	Claude	YES	true	minor	good	false	Codex	NO	true	minor	good	false	Cursor	latent	oos
