round	tool	slot	label	accepted_count	weighted_accepted_count	rejected_count	total_count
1	cursor	correctness	cursor-specialist-correctness-output.txt	0	0	0	0
1	codex	correctness	codex-specialist-correctness-output.txt	1	2	0	1
1	cursor	edge-cases	cursor-specialist-edge-cases-output.txt	0	0	0	0
1	codex	edge-cases	codex-specialist-edge-cases-output.txt	1	2	0	1
1	cursor	testing	cursor-specialist-testing-output.txt	1	1	2	3
1	codex	testing	codex-specialist-testing-output.txt	1	2	0	2
1	cursor	dyn-dyn-oos-rollup	dyn-dyn-oos-rollup-output.txt	0	0	0	0
1	codex	dyn-dyn-oos-rollup-codex	dyn-dyn-oos-rollup-codex-output.txt	0	0	0	0
2	cursor	correctness	cursor-specialist-correctness-output.txt	2	4	0	3
2	codex	correctness	codex-specialist-correctness-output.txt	2	4	0	2
2	cursor	edge-cases	cursor-specialist-edge-cases-output.txt	2	4	1	4
2	codex	edge-cases	codex-specialist-edge-cases-output.txt	2	4	0	2
2	cursor	testing	cursor-specialist-testing-output.txt	0	0	3	4
2	codex	testing	codex-specialist-testing-output.txt	2	4	0	2
2	cursor	dyn-dyn-oos-rollup	dyn-dyn-oos-rollup-output.txt	2	4	0	3
2	codex	dyn-dyn-oos-rollup-codex	dyn-dyn-oos-rollup-codex-output.txt	0	0	0	0
